ID,cuis
ROCO_34410,C1507248;C0027651;C0772294;C0023884;C0607422;C2985765;C0009924;C0221198;C0003842
ROCO_34411,C0015726;C1261259;C0423899;C1837463;C0376152;C0607422;C1546708
ROCO_34416,C0728940;C0015252;C1837463;C0771936;C0376152;C1546708
ROCO_34417,C0015726;C0751437;C1553386;C0002978;C0423899;C0018787;C1261259
ROCO_34418,C0043299;C1306645;C1548003;C1962945
ROCO_34419,C0221874;C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_34420,C1306645;C1962945;C1561542;C0043299
ROCO_34421,C1507248;C0205400;C0079595;C0021853;C0607422;C0009924
ROCO_34422,C1696103;C0796494
ROCO_34423,C0030797
ROCO_34425,C0043299;C1306645;C1548003
ROCO_34427,C0013687;C1322279;C1553386;C0700124;C0817096;C0376152;C1546708;C1546613;C1837463;C0771936
ROCO_34428,C0015726;C0817096;C0022646;C0423899;C0015811;C0003483;C1261259;C0412555;C0041618;C0005847
ROCO_34429,C1709311
ROCO_34430,C1507248;C0772294;C2985765;C0009924;C0441633;C0221198
ROCO_34432,C1696103;C0027651;C1709311;C1837463;C1553386;C0376152;C1546708;C0022646
ROCO_34435,C0015726;C1261259;C0040395;C1507248;C0221198;C0034579;C0423899;C0005847;C0009924;C0772294;C0040405;C4300092
ROCO_34438,C0441633;C0011334
ROCO_34439,C1696103;C0150312
ROCO_34440,C0015726;C1546708;C2242558;C1261259;C0423899;C0227665;C1551379;C1837463;C0374082;C0376152;C0700185;C0333581;C0022646;C0771936
ROCO_34441,C0013604;C0030274;C0607422
ROCO_34443,C1837463;C0376152;C1546708
ROCO_34444,C0027530;C0935598
ROCO_34446,C0015726;C0772294;C1261259;C0423899
ROCO_34447,C0043299;C1306645;C1548003
ROCO_34448,C0015726;C0028778;C0221874;C1306645;C0751437;C0423899;C0043299;C1548003;C1261259
ROCO_34449,C0043299;C1306645;C1548003
ROCO_34450,C0030797
ROCO_34451,C0028778;C0013604;C0021853;C0607422
ROCO_34452,C0027651;C0441633
ROCO_34455,C0015726;C1261259;C0423899
ROCO_34457,C0015726;C1261259;C0040395;C4300092;C0423899;C0034579;C0023884;C0040405
ROCO_34460,C0015726;C0228505;C0040395;C1261259;C0423899;C0817096;C0024109;C0796494
ROCO_34462,C0935598;C1696103;C0262950
ROCO_34464,C1306645
ROCO_34465,C0013687;C1546613;C1561542
ROCO_34466,C0231519;C0240795;C1837463;C1546708;C0771936;C0556030;C0376152
ROCO_34467,C0018787;C0002978
ROCO_34468,C0002978
ROCO_34469,C1696103;C0772294;C1837463;C0376152;C1546708;C0221198
ROCO_34470,C0015726;C0751437;C0003483;C1261259;C0423899;C1696103;C0018827;C0003842
ROCO_34471,C0772294;C0221198;C0817096
ROCO_34473,C0772294;C0221198
ROCO_34474,C0015726;C1261259;C0423899
ROCO_34475,C0772294;C0221198
ROCO_34477,C0043299;C1306645;C1548003
ROCO_34478,C1306645;C1507248;C1553386;C0016658;C0043299;C1696103;C0009924;C1962945
ROCO_34479,C1306645;C1962945;C1548003;C1561542;C0043299
ROCO_34480,C1696103;C0772294
ROCO_34481,C0015726;C1306645;C1261259;C0024947;C1962945;C1548003;C0772294;C0423899;C0004454;C0043299
ROCO_34482,C0015726;C1306645;C1962945;C1548003;C1261259;C0423899;C0043299
ROCO_34483,C1696103;C0002978;C1837463;C0018787;C2355627;C0376152;C0018827;C1546708
ROCO_34485,C1306645;C1962945;C0376495;C0043299;C0087111
ROCO_34486,C0015726;C0751437;C0423899;C1837463;C0751438;C0006104;C0376152;C1546708;C1261259
ROCO_34490,C0751437;C0935598;C0079595;C0231881
ROCO_34492,C0006104
ROCO_34494,C0005847
ROCO_34496,C1696103;C0006104;C0150312;C0018827
ROCO_34497,C0015726;C0024947;C1261259;C0423899
ROCO_34500,C0817096
ROCO_34502,C1837463;C0771936;C1546708
ROCO_34503,C4300092;C0040395;C0034579;C1837463;C0205400;C0376152;C0441633;C0040405;C1546708
ROCO_34506,C0751437;C0772294;C0796494;C0817096
ROCO_34507,C0015726;C1261259;C0040395;C0034579;C0423899;C0221198;C0772294;C0040405
ROCO_34509,C1696103;C1709311;C0441633
ROCO_34511,C0015726;C0228505;C2707265;C1261259;C0011334;C0423899;C0817096;C0024109;C0796494;C0441633;C0221198;C0003842
ROCO_34512,C0231881
ROCO_34514,C4300092;C0040395;C0040405;C0034579;C0700124;C1507248;C1322279;C0018827;C0009924
ROCO_34515,C0817096
ROCO_34517,C0015726;C1306645;C0024947;C1962945;C1548003;C1261259;C0423899;C0004454;C0043299
ROCO_34518,C0015726;C1261259;C0423899
ROCO_34519,C0043299;C1306645;C1548003
ROCO_34520,C0040395;C0240795;C0556030;C0034579;C0231519;C0015811;C0040405;C4300092
ROCO_34521,C0015726;C1553386;C1261259
ROCO_34522,C0013687;C0441633;C1546613;C0817096
ROCO_34526,C1837463;C0376152;C1546708;C0771936
ROCO_34527,C0000726
ROCO_34528,C0043299;C1306645;C1548003;C1962945
ROCO_34529,C0015726;C1709311;C1261259;C0423899;C1837463;C0376152;C1546708
ROCO_34530,C0024109;C0441633
ROCO_34531,C0751437;C0002978;C3244072;C4255126;C0771936;C1548816;C1837463;C0018787;C0817096;C1546708;C3891555;C0003842
ROCO_34535,C0751437;C0040395;C0376152;C0034579;C0771936;C1837463;C0006104;C0003842;C1546708;C0040405;C4300092
ROCO_34536,C1561543
ROCO_34537,C1306645;C0024947;C1962945;C1548003;C0004454;C0043299
ROCO_34538,C0040395;C0013604;C0034579;C0441633;C0040405;C4300092
ROCO_34539,C1696103;C0935598
ROCO_34540,C0015726;C0423899
ROCO_34543,C0023884
ROCO_34544,C0013687;C1546613;C0817096
ROCO_34546,C0015726;C0227665;C0221198;C0022646;C0772294;C0423899;C1261259
ROCO_34547,C4300092;C0228505;C2707265;C0040395;C1696103;C0034579;C1837463;C0817096;C0024109;C1546708;C0040405;C0771936
ROCO_34548,C0015726;C1963113;C1261259;C0016658;C0423899
ROCO_34549,C0935598
ROCO_34550,C0772294;C0038351;C0221198
ROCO_34552,C0042449;C1696103;C0227665;C0027651;C0023884;C2985765;C0022646;C0003842
ROCO_34553,C0015726;C1261259;C0423899;C0412555;C0041618;C2355627;C0018792;C0018827
ROCO_34554,C1306645;C2707265;C0013604;C0817096
ROCO_34555,C1709311;C0041618
ROCO_34556,C0751437;C1507248;C0000726;C2985765;C0009924
ROCO_34557,C1306645;C1548003;C1962945;C0043299
ROCO_34562,C0030274;C0027651;C0087111
ROCO_34563,C0935598;C0441633
ROCO_34565,C0772294;C0087111;C1837463;C0221198;C1546708;C0771936;C0376495;C0376152
ROCO_34568,C0040395;C0728940;C1552858;C0027651;C0034579;C0015252;C0040405;C4300092
ROCO_34569,C0013516;C0700124;C0011334;C1696103;C1322279;C0183129
ROCO_34570,C0027651;C1837463;C0376152;C0441633;C1546708
ROCO_34571,C0015726;C1306645;C1962945;C1548003;C1261259;C0423899;C0043299;C0817096;C0796494
ROCO_34573,C0150312;C0441633
ROCO_34575,C0015726;C2707265;C0040395;C1696103;C1553386;C0034579;C0423899;C0817096;C0024109;C1261259;C0040405;C4300092
ROCO_34578,C0441633
ROCO_34579,C0231881
ROCO_34580,C0043299;C1306645;C1548003
ROCO_34581,C0228505;C0027530;C1696103;C1837463;C0376152;C0441633;C1546708;C0771936
ROCO_34582,C0751437;C1306645;C1963113;C1696103;C1548003;C1962945;C0016658;C0043299
ROCO_34583,C1306645;C1963113;C1548003;C0016658;C1561542;C0043299;C0015811;C1962945
ROCO_34584,C0015726;C1261259;C0040395;C4300092;C1507248;C0034579;C0423899;C0227665;C1837463;C0376152;C0009924;C1546708;C0040405;C0022646;C0771936
ROCO_34585,C0018787;C0028778
ROCO_34586,C0687028;C1550227
ROCO_34588,C2707265;C0024109
ROCO_34589,C0441633;C0015811
ROCO_34590,C1306645;C1963113;C1962945;C1548003;C0016658;C1561543;C0043299
ROCO_34591,C0441633
ROCO_34593,C0751437;C1837463;C0751438;C0376152;C1546708
ROCO_34594,C0412555
ROCO_34597,C1306645;C1962945;C1548003;C0043299
ROCO_34600,C0015726;C0027530;C1261259;C0423899;C0015811;C0024109
ROCO_34602,C2707265;C1962945;C0043299;C1306645;C0817096;C0024109
ROCO_34603,C0015726;C0441633;C1261259;C0423899
ROCO_34604,C0011334;C1561542;C0013604;C0006104;C0079595;C0376152;C2985765;C0231881;C1837463;C1546708
ROCO_34607,C0015726;C1306645;C0221874;C1962945;C1548003;C1261259;C0423899;C0030797;C0043299
ROCO_34609,C0013604;C0751438;C0441633
ROCO_34610,C1306645;C0024947;C1962945;C1548003;C0004454;C0043299;C1550227
ROCO_34611,C0013604;C1696103;C0015811;C0262950
ROCO_34612,C1696103
ROCO_34613,C1709311;C1507248;C0023884;C0150312;C0009924
ROCO_34614,C1696103;C0412555;C0041618
ROCO_34615,C0015726;C1261259;C0423899
ROCO_34618,C0728940;C1552858;C0034579;C0015252
ROCO_34622,C1507248;C0150312;C0009924
ROCO_34624,C0027530
ROCO_34625,C0817096
ROCO_34626,C0043299;C1306645
ROCO_34628,C0023884;C0040395;C0441633;C0607422
ROCO_34629,C0013516;C0183129;C2355627;C0018827
ROCO_34630,C1306645;C1962945;C1548003;C0376495;C0043299;C0087111
ROCO_34631,C1696103;C0412555;C0041618;C0751438
ROCO_34632,C0034579
ROCO_34634,C0040395;C0034579;C0441633;C0040405;C4300092
ROCO_34639,C0003483;C0035139
ROCO_34640,C0228505;C0751438;C0817096;C0376152;C1546708;C1837463
ROCO_34642,C1306645;C1962945;C1548003;C0034579
ROCO_34643,C0751437;C0040395;C0935598;C0034579;C0040405
ROCO_34645,C0015726;C1261259;C0700124;C0423899;C1322279;C2355627;C0018827
ROCO_34646,C1963113
ROCO_34647,C0015811
ROCO_34648,C1546708;C0935598;C1837463;C0006104;C0231881;C0441633;C0771936
ROCO_34649,C1696103;C0079595;C0441633
ROCO_34650,C2707265;C0042449;C1709311;C1552858;C0015252;C0007876;C0005847;C0024109;C0728940
ROCO_34652,C0015726;C0040405;C4300092;C0040395;C1507248;C0034579;C0423899;C0027651;C1261259;C0376495;C1696103;C2985765;C0009924
ROCO_34653,C0412555
ROCO_34656,C0013687;C0015726;C1261259;C0034579;C0423899;C0817096;C0024109;C0796494;C0040395;C1546613;C0040405
ROCO_34659,C0013516;C0183129
ROCO_34660,C0015726;C0751437;C1261259;C0002978;C0423899;C0771936;C0018787;C0376152;C1546708;C1837463
ROCO_34662,C0043299;C0087111;C1837463;C1962945;C0771936;C1963113;C1709311;C0016658;C1548003;C0015811;C1546708;C1306645;C0376152
ROCO_34663,C0015726;C0027651;C1261259;C0423899;C1837463;C1696103;C0015811;C1546708;C0771936
ROCO_34664,C1963113;C0027530;C0016658;C0030797;C1837463;C0376152;C1546708;C0771936
ROCO_34665,C0015726;C3244072;C1261259;C0423899;C1837463;C0376152;C1546708;C0003842
ROCO_34666,C0015726;C1261259
ROCO_34667,C0015726;C1696103;C1261259;C0423899;C0412555
ROCO_34668,C0043299;C1306645;C1548003;C1561543
ROCO_34669,C1837463;C0376152;C1546708
ROCO_34670,C0221874;C0013604;C0079595;C0231881;C0262950
ROCO_34672,C1561543;C0772294;C1561542
ROCO_34673,C0817096;C0376152;C0150312;C1546708;C1837463
ROCO_34674,C0038351
ROCO_34675,C0002978
ROCO_34676,C1548003;C1962945;C0772294;C0043299;C1306645
ROCO_34677,C0751437;C1306645;C2242558;C1962945;C0771936;C1551379;C0751438;C0043299;C0374082;C0376152;C0700185;C0333581;C1837463;C1546708
ROCO_34678,C0023884
ROCO_34679,C0013687;C1546613
ROCO_34680,C0221198;C0772294
ROCO_34681,C0040395;C0027651;C0034579;C4300092;C0015811;C0040405
ROCO_34684,C0441633;C0817096
ROCO_34685,C0040395;C0034579;C1837463;C0376152;C1546708;C0040405;C4300092;C0771936
ROCO_34686,C1306645;C1962945;C0043299;C0817096
ROCO_34689,C0751437;C0002978;C0040395;C0034579;C0005847;C0040405;C4300092
ROCO_34690,C0013516;C0003483;C0183129
ROCO_34691,C1962945;C1548003;C1837463;C0043299;C1306645;C0376152;C1546708
ROCO_34692,C0221874;C0607422;C0441633
ROCO_34693,C0030274;C0771936;C1837463;C1546708;C0022646;C0003842
ROCO_34694,C0028778;C1507248;C0009924
ROCO_34695,C0002978;C0205400;C0817096
ROCO_34696,C0043299;C1306645;C1548003;C1561542
ROCO_34697,C0700124;C1696103;C1322279
ROCO_34698,C1507248;C0030797;C1837463;C0376152;C0009924;C1546708;C0771936
ROCO_34700,C0018787;C1709311;C1696103
ROCO_34701,C0015726;C1261259;C0423899;C1561542;C0041618
ROCO_34703,C3244072
ROCO_34705,C0015726;C0040395;C0034579;C0423899;C4300092;C0205400;C1261259;C0040405
ROCO_34706,C1837463;C0376152;C1546708
ROCO_34707,C0018827
ROCO_34708,C0013687;C0015726;C1261259;C0003483;C0423899;C0817096;C0441633;C1546613
ROCO_34709,C0043299;C1306645;C1548003
ROCO_34710,C0011334;C1837463;C0376152;C0000726;C1546708
ROCO_34711,C0015726;C0011334;C1261259;C0423899;C0004454;C0205400;C1696103;C0772294;C0231881;C0221198
ROCO_34712,C0751437;C0935598;C0549207;C0751438;C1550227
ROCO_34714,C0015726;C0040395;C0423899;C0034579;C1837463;C0015811;C1546708;C1261259;C0040405;C4300092;C0771936
ROCO_34716,C1696103;C0935598;C0772294;C0549207;C0221198
ROCO_34717,C1552858;C0015252;C0007876;C0796494;C0728940
ROCO_34719,C0549207;C0079595
ROCO_34720,C1306645;C1962945;C0771936;C1837463;C0043299;C0376152;C1548003;C1550227;C1546708
ROCO_34721,C1553386;C0772294;C0041618;C0022646;C0221198
ROCO_34722,C0935598;C0231881
ROCO_34724,C0025066
ROCO_34725,C1507248;C1709311;C0607422;C0009924
ROCO_34726,C1696103;C0018787
ROCO_34727,C0040395;C0034579;C1837463;C0376152;C0607422;C1546708;C0040405;C4300092
ROCO_34728,C0040405;C0034579;C0040395;C4300092
ROCO_34729,C0015726;C0423899;C1261259;C1561542
ROCO_34730,C0003483;C0935598;C1696103
ROCO_34731,C3891555;C0002978;C1548816;C1837463;C0022646;C4255126;C1546708;C0771936;C1696103;C0376152
ROCO_34732,C0015726;C1261259;C0423899
ROCO_34733,C0015726;C0687028;C1261259;C0423899
ROCO_34735,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_34739,C0015726;C1696103;C1261259;C0423899;C0041618;C0751438
ROCO_34740,C0015726;C1696103;C1261259;C0423899;C1837463;C0376152;C1546708
ROCO_34741,C0015726;C0027530;C0002978;C0040395;C0034579;C0423899;C4300092;C1261259;C0040405
ROCO_34742,C1696103;C0772294;C0079595;C0231881;C0221198
ROCO_34743,C4300092;C0028778;C0040395;C1507248;C0034579;C1837463;C0021853;C0376152;C0000726;C0009924;C0441633;C0040405;C1546708;C0771936
ROCO_34744,C1548003;C1962945;C0772294;C0043299;C1306645
ROCO_34747,C3891555;C4255126;C0027651;C0002978;C1548816;C0022646
ROCO_34748,C0015726;C0228505;C1548003;C1962945;C1261259;C0423899;C0043299;C1306645;C0817096;C0024109
ROCO_34749,C1837463;C0221198;C0772294;C0227665;C1507248;C0376152;C0024109;C0009924;C1546708;C0022646;C0771936
ROCO_34750,C0013516;C0183129;C0556030;C0018792
ROCO_34751,C1550227
ROCO_34752,C0817096
ROCO_34753,C1696103;C0772294;C1837463;C0376152;C1546708;C0221198
ROCO_34754,C1306645;C1548003;C1962945;C0043299
ROCO_34755,C0751437;C0015811
ROCO_34756,C0015726;C1696103;C0030274;C1261259;C0423899;C0687028;C1550227;C0150312
ROCO_34759,C1963113;C0016658
ROCO_34761,C1550227
ROCO_34762,C4300092;C0011334;C0771936;C0030797;C1837463;C0376152;C0607422;C0040395;C0034579;C0040405;C1546708
ROCO_34766,C0018827
ROCO_34768,C0009924;C1507248
ROCO_34770,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_34771,C0817096
ROCO_34773,C0041618
ROCO_34774,C0205400
ROCO_34775,C1696103;C0038351
ROCO_34776,C0040395;C0034579;C0817096;C0040405
ROCO_34777,C1696103
ROCO_34778,C1696103;C0935598;C1837463;C0376152;C1546708
ROCO_34779,C0751437;C1696103;C0935598
ROCO_34780,C0015726;C1261259;C0423899;C0030797;C1837463;C0376152;C2985765;C1550227;C1546708
ROCO_34781,C0027651;C0024947
ROCO_34782,C0027651
ROCO_34783,C0018787
ROCO_34784,C0040395;C0034579;C1561542;C0376495;C0087111;C0079595;C0441633;C0040405;C4300092
ROCO_34788,C0027651;C1561542;C0087111;C2985765;C0441633
ROCO_34789,C1322279;C0700124;C0205400;C0021853;C2985765;C0441633
ROCO_34790,C0013604;C1561542
ROCO_34792,C0751437;C0751438;C0205400;C0796494
ROCO_34793,C0028778
ROCO_34794,C0240795;C0556030;C1553386;C0231519;C0441633
ROCO_34795,C0035139
ROCO_34798,C1306645;C1962945;C1548003;C1561543;C0043299
ROCO_34799,C1561542
ROCO_34800,C1837463;C0376152;C1546708
ROCO_34801,C0751437;C1837463;C0376152;C0231881;C1546708
ROCO_34802,C1306645;C1962945;C0043299
ROCO_34803,C0015726;C1261259;C0423899
ROCO_34804,C0441633;C0038351
ROCO_34805,C0227665;C0022646
ROCO_34806,C0015726;C1261259;C0423899;C0231881
ROCO_34807,C0441633
ROCO_34809,C0015726;C2707265;C1261259;C0423899;C0018787;C0024109
ROCO_34810,C0023884
ROCO_34811,C1306645;C1962945;C1548003;C1837463;C0043299;C0817096;C0376152;C1546708
ROCO_34813,C0028778;C1322279;C0030274;C0700124
ROCO_34814,C0015726;C1696103;C1261259;C0423899;C1837463;C0376152;C1546708
ROCO_34815,C0040395;C1696103;C0034579;C0040405
ROCO_34816,C0027530;C0240795;C0556030;C0027651;C0412555;C0041618;C0231519
ROCO_34819,C1322279;C0700124;C0006104;C0231881;C0003842
ROCO_34820,C1837463;C1696103;C0412555;C0376152;C0150312;C1546708;C0041618
ROCO_34822,C0043299;C1306645;C1548003
ROCO_34824,C0751437
ROCO_34826,C1306645;C1962945;C1548003;C0043299
ROCO_34828,C1696103;C0412555;C0041618
ROCO_34829,C0817096
ROCO_34830,C0015726;C2707265;C1261259;C4255126;C0002978;C0423899;C1548816;C3891555;C0024109
ROCO_34832,C0376152;C0030274;C1837463;C1546708;C0771936
ROCO_34833,C0015726;C1561543;C1261259;C0423899
ROCO_34834,C0015726;C2707265;C1261259;C0423899;C2355627;C0024109;C0018827;C0003842
ROCO_34835,C3244072;C0027651;C0005847
ROCO_34839,C0042449
ROCO_34840,C1696103;C0227665;C0023884;C0006104;C0024109;C0022646
ROCO_34845,C0015726;C0013516;C1261259;C0423899;C0183129;C1837463;C2355627;C0376152;C0018827;C1546708
ROCO_34846,C1696103;C0772294
ROCO_34847,C0687028;C1550227
ROCO_34848,C0015726;C1261259;C1548003;C0423899;C0043299;C1306645;C0018827
ROCO_34850,C0013516;C1696103;C0002978;C0183129;C0018787
ROCO_34851,C0015726;C1552858;C0015252;C1261259;C0007876;C0441633;C0728940;C0423899
ROCO_34852,C0015726;C1306645;C0221874;C1962945;C1548003;C0423899;C1261259;C1837463;C0043299;C0376152;C1546708
ROCO_34853,C0441633;C0040395
ROCO_34854,C0021853;C0030797
ROCO_34855,C0040395;C0027651;C0034579;C0023884;C0000726;C0441633;C0040405;C4300092
ROCO_34857,C0013604;C0772294;C1561542;C0221198
ROCO_34858,C0015811
ROCO_34859,C0002978
ROCO_34861,C0015726;C1261259;C0423899;C2355627;C0018792;C0018827
ROCO_34862,C1696103;C0935598;C0015811
ROCO_34863,C0221874;C0935598;C0376152;C0013604;C0771936;C1837463;C1546708
ROCO_34865,C0015726;C1696103;C1261259;C0423899;C0227665;C0023884;C0022646
ROCO_34866,C0006104;C0441633
ROCO_34867,C3891555;C4255126;C0002978;C1548816;C1837463;C0018787;C1546708;C0003842;C0771936
ROCO_34868,C0817096
ROCO_34869,C1306645;C1962945;C1548003;C0043299
ROCO_34871,C1696103;C0687028;C0817096;C1550227
ROCO_34872,C1306645;C1962945;C1548003;C0043299
ROCO_34875,C2707265;C1696103;C0013604;C0423899;C0024109;C0150312
ROCO_34876,C1306645;C1548003;C1962945;C1696103;C0043299
ROCO_34877,C0040395;C0034579;C0441633;C0040405;C4300092
ROCO_34878,C0040395;C0034579;C1837463;C0817096;C0376152;C1546708;C0040405;C4300092
ROCO_34880,C0015726;C1261259;C0423899
ROCO_34882,C1306645
ROCO_34885,C0412555;C0000726
ROCO_34886,C0040395;C0024947;C0034579;C0004454;C0205400;C0441633;C0040405
ROCO_34888,C0687028
ROCO_34889,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_34890,C0040395;C0607422;C1507248;C0034579;C0023884;C0009924;C0040405;C4300092
ROCO_34891,C0040395;C0027651;C0034579;C4300092;C0817096;C0040405
ROCO_34892,C0040395;C0221198;C0034579;C0772294;C0025066;C0040405
ROCO_34894,C0231881
ROCO_34898,C0150312
ROCO_34899,C3891555;C0040395;C4255126;C0002978;C1548816;C0005847;C0006104
ROCO_34901,C0034579;C0004454
ROCO_34902,C0441633
ROCO_34903,C0231519;C0240795;C1709311;C0751437;C0556030;C0751438
ROCO_34904,C0040395;C0034579;C0441633;C0040405;C4300092
ROCO_34905,C1837463;C0376152;C0607422;C1546708
ROCO_34906,C0015726;C1261259;C0423899;C0025066
ROCO_34907,C0015726;C1261259;C0423899;C0000726
ROCO_34908,C1696103
ROCO_34909,C0028778;C0079595;C0006104
ROCO_34910,C0040395;C0034579;C0441633;C0040405;C4300092
ROCO_34911,C1322279;C0700124;C1837463;C0817096;C0376152;C1546708;C0771936
ROCO_34913,C0006104
ROCO_34915,C0015726;C0040395;C0034579;C0423899;C1561542;C0000726;C1261259;C0040405;C4300092
ROCO_34917,C0013687;C1546613;C0040395;C0034579;C0040405
ROCO_34918,C0018787
ROCO_34919,C1837463;C0817096;C0376152;C0024109;C1546708
ROCO_34920,C0030274
ROCO_34922,C2707265;C0040395;C0034579;C4300092;C0817096;C0040405;C0024109
ROCO_34923,C0013604;C0021853
ROCO_34924,C0549207
ROCO_34925,C0015726;C3891555;C0002978;C1548816;C1837463;C0024109;C0028778;C4255126;C0423899;C1546708;C0771936;C2707265;C1261259;C0376152
ROCO_34927,C0015726;C1261259;C0423899
ROCO_34928,C0817096;C0024109
ROCO_34929,C0015726;C1261259;C0700124;C0423899;C0227665;C1322279;C0022646
ROCO_34930,C0772294;C0002978;C0221198
ROCO_34932,C1696103;C1837463;C0376152;C1546708
ROCO_34933,C0015726;C1261259;C0423899
ROCO_34934,C1709311;C0003483;C2707265;C0005847;C1696103;C0024109
ROCO_34936,C1837463;C0376152;C1546708
ROCO_34938,C0040395;C0034579;C0441633;C0040405
ROCO_34939,C0013687;C1546613;C0817096;C0024109
ROCO_34940,C4300092;C0040395;C0034579;C0030797;C1837463;C0376152;C0607422;C0441633;C0040405;C1546708
ROCO_34941,C0040395;C0030274;C0034579;C0005847;C0040405;C4300092
ROCO_34942,C0240795;C0556030;C0231519
ROCO_34943,C0015726;C0040395;C0034579;C0423899;C1837463;C0771936;C0376152;C1546708;C1261259;C0040405;C4300092
ROCO_34945,C0042449
ROCO_34946,C0042449;C1696103;C1507248;C1553386;C1837463;C0023884;C0376152;C2985765;C0009924;C1546708;C0771936
ROCO_34947,C1306645;C1548003;C0376495;C0043299;C0087111
ROCO_34948,C1306645;C0043299;C1962945
ROCO_34949,C0000726
ROCO_34950,C0030274;C0022646
ROCO_34951,C1837463;C0376152;C0018792;C1546708
ROCO_34952,C0015726;C1261259;C0423899;C0015811
ROCO_34954,C0003483;C0002978;C1837463;C0021853;C0376152;C0000726;C1546708
ROCO_34956,C0016658;C0030797
ROCO_34957,C1306645;C1963113;C1962945;C1548003;C0016658;C0043299
ROCO_34958,C0027530;C1553386;C0150312
ROCO_34959,C0011334;C1507248;C0009924
ROCO_34960,C0013516;C0003483;C0183129
ROCO_34963,C0015726;C0228505;C1962945;C1261259;C0423899;C1837463;C0043299;C1306645;C0817096;C0376152;C0796494;C1546708
ROCO_34964,C0043299;C0817096;C1962945;C0018787;C1837463;C1548003;C1546708;C0771936;C1306645;C0023884;C0376152
ROCO_34965,C0040395;C0034579;C0023884;C0607422;C0040405;C4300092
ROCO_34966,C0040395;C0040405;C0034579;C0772294;C0441633;C0221198
ROCO_34967,C0751437;C1696103;C0002978;C0771936;C1837463;C0376152;C1546708
ROCO_34970,C0015726;C1261259;C0423899;C2707265;C0005847;C0817096;C0024109
ROCO_34971,C0796494
ROCO_34974,C0015726;C1261259;C0040395;C0034579;C0423899;C0817096;C0024109;C0796494;C0441633;C0040405
ROCO_34976,C0027530
ROCO_34977,C0027530;C1507248;C2985765;C0009924
ROCO_34978,C0015726;C0423899;C1696103;C0796494;C1261259
ROCO_34979,C0015726;C0817096;C0441633;C1837463;C0423899;C1546708;C0771936;C1261259
ROCO_34982,C1552858;C0935598;C0015252;C0007876;C0728940
ROCO_34985,C0040395;C1696103;C0034579;C0817096;C0796494;C0441633;C0040405
ROCO_34987,C0040395;C0728940;C1552858;C0034579;C0015252;C0007876;C1696103;C0040405;C4300092
ROCO_34989,C1696103;C0005847;C0003842
ROCO_34990,C0040395;C0027651;C0034579;C0025066;C0441633;C0040405
ROCO_34991,C1553386;C0772294
ROCO_34992,C0079595;C0412555
ROCO_34993,C0040405;C0034579;C0040395
ROCO_34994,C1306645;C1548003;C1962945;C0043299
ROCO_34996,C0240795;C0556030;C0231519;C0817096;C0018792
ROCO_34997,C0441633
ROCO_34998,C0030274;C0772294;C0221198
ROCO_34999,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_35000,C1696103
ROCO_35002,C1552858;C1696103;C0015252;C0007876;C0231881;C0728940
ROCO_35007,C0772294;C0221198
ROCO_35008,C0022646
ROCO_35009,C0015726;C1696103;C1261259;C0423899
ROCO_35011,C0011334
ROCO_35012,C1696103;C0687028;C0412555;C0041618;C1550227
ROCO_35014,C1696103;C0772294;C0006104
ROCO_35015,C1837463;C0376152;C1546708
ROCO_35016,C0751437;C0150312;C0262950
ROCO_35017,C4300092;C0040395;C0030274;C0034579;C0023884;C0607422;C0040405
ROCO_35018,C0935598
ROCO_35019,C1306645;C0024947;C1561542;C0043299;C0004454;C1962945
ROCO_35020,C0015811;C0042449
ROCO_35023,C1306645;C1962945;C1548003;C1553386;C0043299
ROCO_35025,C0817096
ROCO_35026,C0015726;C0772294;C1261259;C0423899;C0231881
ROCO_35027,C0221874;C0040395;C0034579;C0006104;C0441633;C0040405;C4300092
ROCO_35028,C0043299;C1306645;C1548003;C1962945
ROCO_35029,C0040395;C0240795;C0556030;C0034579;C0231519;C0607422;C0441633;C0040405;C4300092
ROCO_35030,C1322279;C0040395;C1696103;C0687028;C0700124;C0771936;C1837463;C0376152;C0607422;C1550227;C1546708;C0003842
ROCO_35031,C0228505;C0700124;C1322279;C0796494
ROCO_35032,C0028778;C0042449;C1696103;C1507248;C0027651;C0376152;C0000726;C0009924;C1546708;C1837463;C0022646;C0771936
ROCO_35035,C0027530;C0772294;C1837463;C0376152;C1546708;C0221198
ROCO_35036,C0935598;C0772294;C0079595;C2985765;C0150312;C0231881
ROCO_35038,C0751437;C3891555;C4255126;C0002978;C0771936;C1548816;C0018787;C0376152;C1546708;C1837463
ROCO_35041,C0015726;C1261259;C0423899;C1561542
ROCO_35042,C2707265;C0013604;C0817096
ROCO_35044,C1306645;C1962945;C1548003;C1553386;C1837463;C0043299;C0376152;C1546708
ROCO_35045,C1963113;C0016658
ROCO_35046,C0004454
ROCO_35047,C1963113;C0016658;C0015811
ROCO_35048,C0772294;C1837463;C0376152;C1546708;C0221198;C0771936
ROCO_35052,C0018827;C2355627
ROCO_35053,C0042449
ROCO_35054,C0040395;C0027651;C0796494
